provider,mcNumber,isSupported,date,status_text
otr,1288880,0,2025-08-04 16:27:41.754627,DECLINED
otr,1560727,0,2025-08-04 16:27:42.049311,DECLINED
otr,001679,0,2025-08-04 16:27:42.343104,DECLINED
otr,186013,0,2025-08-04 16:27:42.639484,DECLINED
