"scrape_datetime","base_url","category","product_url","product_name","catalog_code","stock_code","availability","buying_option","price"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/tffn-building-wire","TFFN Wire","https://www.cityelectricsupply.com/tffn-18-str-blk-cu-500-18awg-stranded-tffn-wire-copper-black-1-conductor-reel-of-500ft","TFFN-18-STR-BLK-CU-500, 18AWG, Stranded, TFFN Wire, Copper, Black, 1 Conductor, Reel of 500ft","TFFN-18-STR-BLK-CU-500","0041-6202","Available: (11900 Feet)","Reel of 500 Feet","$71.44 per 1000"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/tffn-building-wire","TFFN Wire","https://www.cityelectricsupply.com/tffn-16-str-brn-cu-500-16-awg-26-strands-tffn-wire-copper-brown-single-conductor-reel-of-500-feet","TFFN-16-STR-BRN-CU-500, 16 AWG, 26 Strands, TFFN Wire, Copper, Brown, Single Conductor, Reel of 500 feet","TFFN-16-STR-BRN-CU-500","0041-6313","Available: (10500 Feet)","Reel of 500 Feet","$99.99 per 1000"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/tffn-building-wire","TFFN Wire","https://www.cityelectricsupply.com/tffn-18-str-red-cu-500-18awg-stranded-tffn-wire-copper-red-1-conductor-reel-of-500ft","TFFN-18-STR-RED-CU-500, 18AWG, Stranded, TFFN Wire, Copper, Red, 1 Conductor, Reel of 500ft","TFFN-18-STR-RED-CU-500","0041-6214","Available: (5000 Feet)","Reel of 500 Feet","$71.44 per 1000"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/tffn-building-wire","TFFN Wire","https://www.cityelectricsupply.com/tffn-18-str-yel-cu-500-18awg-stranded-tffn-wire-copper-yellow-1-conductor-reel-of-500ft","TFFN-18-STR-YEL-CU-500, 18AWG, Stranded, TFFN Wire, Copper, Yellow, 1 Conductor, Reel of 500ft","TFFN-18-STR-YEL-CU-500","0041-6226","Available: (10000 Feet)","Reel of 500 Feet","$71.44 per 1000"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/tffn-building-wire","TFFN Wire","https://www.cityelectricsupply.com/tffn-18-str-wht-cu-500-18awg-stranded-tffn-wire-copper-white-1-conductor-reel-of-500ft","TFFN-18-STR-WHT-CU-500, 18AWG, Stranded, TFFN Wire, Copper, White, 1 Conductor, Reel of 500ft","TFFN-18-STR-WHT-CU-500","0041-6208","Available: (5500 Feet)","Reel of 500 Feet","$71.44 per 1000"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/tffn-building-wire","TFFN Wire","https://www.cityelectricsupply.com/tffn-18-str-grn-cu-500-18awg-stranded-tffn-wire-copper-green-1-conductor-reel-of-500ft","TFFN-18-STR-GRN-CU-500, 18AWG, Stranded, TFFN Wire, Copper, Green, 1 Conductor, Reel of 500ft","TFFN-18-STR-GRN-CU-500","0041-6232","Available: (11500 Feet)","Reel of 500 Feet","$71.44 per 1000"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/tffn-building-wire","TFFN Wire","https://www.cityelectricsupply.com/tffn-18-str-orn-cu-500-18awg-stranded-tffn-wire-copper-orange-1-conductor-reel-of-500ft","TFFN-18-STR-ORN-CU-500, 18AWG, Stranded, TFFN Wire, Copper, Orange, 1 Conductor, Reel of 500ft","TFFN-18-STR-ORN-CU-500","0041-6238","Available: (10500 Feet)","Reel of 500 Feet","$71.44 per 1000"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/tffn-building-wire","TFFN Wire","https://www.cityelectricsupply.com/tffn-18-str-brn-cu-500-18awg-stranded-tffn-wire-copper-brown-1-conductor-reel-of-500ft","TFFN-18-STR-BRN-CU-500, 18AWG, Stranded, TFFN Wire, Copper, Brown, 1 Conductor, Reel of 500ft","TFFN-18-STR-BRN-CU-500","0041-6244","Available: (7500 Feet)","Reel of 500 Feet","$71.44 per 1000"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/tffn-building-wire","TFFN Wire","https://www.cityelectricsupply.com/tffn-18-str-gry-cu-500-18awg-stranded-tffn-wire-copper-gray-1-conductor-reel-of-500ft","TFFN-18-STR-GRY-CU-500, 18AWG, Stranded, TFFN Wire, Copper, Gray, 1 Conductor, Reel of 500ft","TFFN-18-STR-GRY-CU-500","0041-6256","Available: (12500 Feet)","Reel of 500 Feet","$71.44 per 1000"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-350-str-blk-cu-thhn-350-str-blk-cu-350mcm-stranded-thhn-wire-copper-black-1-conductor-cut-length","THHN-350-STR-BLK-CU, THHN-350-STR-BLK-CU 350MCM, Stranded, THHN Wire, Copper, Black, 1 Conductor, Cut Length","THHN-350-STR-BLK-CU","0041-7357","Available: (59229 Feet)","","$8.83 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-500-str-blk-cu-thhn-500-str-blk-cu-500mcm-stranded-thhn-wire-copper-black-1-conductor-cut-length","THHN-500-STR-BLK-CU, THHN-500-STR-BLK-CU 500MCM, Stranded, THHN Wire, Copper, Black, 1 Conductor, Cut Length","THHN-500-STR-BLK-CU","0041-7384","Available: (53064 Feet)","","$12.70 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-250-str-blk-cu-thhn-250-str-blk-cu-250mcm-stranded-thhn-wire-copper-black-1-conductor-cut-length","THHN-250-STR-BLK-CU, THHN-250-STR-BLK-CU 250MCM, Stranded, THHN Wire, Copper, Black, 1 Conductor, Cut Length","THHN-250-STR-BLK-CU","0041-7330","Available: (16395 Feet)","","$6.29 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-600-str-blk-cu-thhn-600-str-blk-cu-600mcm-stranded-thhn-wire-copper-black-1-conductor-cut-length","THHN-600-STR-BLK-CU, THHN-600-STR-BLK-CU 600MCM, Stranded, THHN Wire, Copper, Black, 1 Conductor, Cut Length","THHN-600-STR-BLK-CU","0041-7399","Available: (36617 Feet)","","$15.82 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-300-str-blk-cu-300mcm-stranded-thhn-wire-copper-black-1-conductor-cut-length","THHN-300-STR-BLK-CU, 300MCM, Stranded, THHN Wire, Copper, Black, 1 Conductor, Cut Length","THHN-300-STR-BLK-CU","0041-7345","Available: (23226 Feet)","","$7.55 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-500-str-brn-cu-500mcm-stranded-thhn-wire-copper-brown-1-conductor-cut-length","THHN-500-STR-BRN-CU, 500MCM, Stranded, THHN Wire, Copper, Brown, 1 Conductor, Cut Length","THHN-500-STR-BRN-CU","0255-7155","Available: (12392 Feet)","","$12.70 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-500-str-orn-cu-500mcm-stranded-thhn-wire-copper-orange-1-conductor-cut-length","THHN-500-STR-ORN-CU, 500MCM, Stranded, THHN Wire, Copper, Orange, 1 Conductor, Cut Length","THHN-500-STR-ORN-CU","0255-7158","Available: (17077 Feet)","","$12.70 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-500-str-yel-cu-500mcm-stranded-thhn-wire-copper-yellow-1-conductor-cut-length","THHN-500-STR-YEL-CU, 500MCM, Stranded, THHN Wire, Copper, Yellow, 1 Conductor, Cut Length","THHN-500-STR-YEL-CU","0255-7161","Available: (10296 Feet)","","$12.70 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-400-str-blk-cu-thhn-400-str-blk-cu-400mcm-stranded-thhn-wire-copper-black-1-conductor-cut-length","THHN-400-STR-BLK-CU, THHN-400-STR-BLK-CU 400MCM, Stranded, THHN Wire, Copper, Black, 1 Conductor, Cut Length","THHN-400-STR-BLK-CU","0041-7372","Available: (24767 Feet)","","$10.05 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-350-str-brn-cu-thhn-350-str-brn-cu-350mcm-stranded-thhn-wire-copper-brown-1-conductor-cut-length","THHN-350-STR-BRN-CU, THHN-350-STR-BRN-CU 350MCM, Stranded, THHN Wire, Copper, Brown, 1 Conductor, Cut Length","THHN-350-STR-BRN-CU","0252-2544","Available: (42726 Feet)","","$8.83 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-350-str-yel-cu-thhn-350-str-yel-cu-350mcm-stranded-thhn-wire-copper-yellow-1-conductor-cut-length","THHN-350-STR-YEL-CU, THHN-350-STR-YEL-CU 350MCM, Stranded, THHN Wire, Copper, Yellow, 1 Conductor, Cut Length","THHN-350-STR-YEL-CU","0252-2547","Available: (40509 Feet)","","$8.83 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-350-str-orn-cu-thhn-350-str-orn-cu-350mcm-stranded-thhn-wire-copper-orange-1-conductor-cut-length","THHN-350-STR-ORN-CU, THHN-350-STR-ORN-CU 350MCM, Stranded, THHN Wire, Copper, Orange, 1 Conductor, Cut Length","THHN-350-STR-ORN-CU","0252-2550","Available: (34883 Feet)","","$8.83 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-350-str-wht-cu-350mcm-stranded-thhn-wire-copper-white-1-conductor-cut-length","THHN-350-STR-WHT-CU, 350MCM, Stranded, THHN Wire, Copper, White, 1 Conductor, Cut Length","THHN-350-STR-WHT-CU","0301-3098","Available: (20650 Feet)","","$8.83 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-350-str-red-cu-350mcm-stranded-thhn-wire-copper-red-1-conductor-cut-length","THHN-350-STR-RED-CU, 350MCM, Stranded, THHN Wire, Copper, Red, 1 Conductor, Cut Length","THHN-350-STR-RED-CU","0301-3095","Available: (15051 Feet)","","$8.83 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-600-str-brn-cu-600mcm-stranded-thhn-wire-copper-brown-1-conductor-cut-length","THHN-600-STR-BRN-CU, 600MCM, Stranded, THHN Wire, Copper, Brown, 1 Conductor, Cut Length","THHN-600-STR-BRN-CU","0305-2056","Available: (8776 Feet)","","$15.82 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-600-str-yel-cu-600mcm-stranded-thhn-wire-copper-yellow-1-conductor-cut-length","THHN-600-STR-YEL-CU, 600MCM, Stranded, THHN Wire, Copper, Yellow, 1 Conductor, Cut Length","THHN-600-STR-YEL-CU","0305-2065","Available: (12949 Feet)","","$15.82 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-600-str-orn-cu-600mcm-stranded-thhn-wire-copper-orange-1-conductor-cut-length","THHN-600-STR-ORN-CU, 600MCM, Stranded, THHN Wire, Copper, Orange, 1 Conductor, Cut Length","THHN-600-STR-ORN-CU","0305-2062","Available: (7905 Feet)","","$15.82 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-350-str-blu-cu-350mcm-stranded-thhn-wire-copper-blue-1-conductor-cut-length","THHN-350-STR-BLU-CU, 350MCM, Stranded, THHN Wire, Copper, Blue, 1 Conductor, Cut Length","THHN-350-STR-BLU-CU","0309-0036","Available: (25910 Feet)","","$8.83 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-500-str-gry-cu-500mcm-stranded-thhn-wire-copper-gray-1-conductor-cut-length","THHN-500-STR-GRY-CU, 500MCM, Stranded, THHN Wire, Copper, Gray, 1 Conductor, Cut Length","THHN-500-STR-GRY-CU","0255-7164","Available: (17646 Feet)","","$12.70 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-350-str-gry-cu-thhn-350-str-gry-cu-350mcm-stranded-thhn-wire-copper-gray-1-conductor-cut-length","THHN-350-STR-GRY-CU, THHN-350-STR-GRY-CU 350MCM, Stranded, THHN Wire, Copper, Gray, 1 Conductor, Cut Length","THHN-350-STR-GRY-CU","0252-2553","Available: (34886 Feet)","","$8.83 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-600-str-gry-cu-600mcm-stranded-thhn-wire-copper-gray-1-conductor-cut-length","THHN-600-STR-GRY-CU, 600MCM, Stranded, THHN Wire, Copper, Gray, 1 Conductor, Cut Length","THHN-600-STR-GRY-CU","0305-2059","Available: (17512 Feet)","","$15.82 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-600-str-red-cu-600mcm-stranded-thhn-wire-copper-red-1-conductor-cut-length","THHN-600-STR-RED-CU, 600MCM, Stranded, THHN Wire, Copper, Red, 1 Conductor, Cut Length","THHN-600-STR-RED-CU","0270-2124","Available: (24836 Feet)","","$15.82 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-600-str-wht-cu-600mcm-stranded-thhn-wire-copper-white-1-conductor-cut-length","THHN-600-STR-WHT-CU, 600MCM, Stranded, THHN Wire, Copper, White, 1 Conductor, Cut Length","THHN-600-STR-WHT-CU","0270-2127","Available: (20732 Feet)","","$15.82 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-500-str-wht-cu-500mcm-stranded-thhn-wire-copper-white-1-conductor-cut-length","THHN-500-STR-WHT-CU, 500MCM, Stranded, THHN Wire, Copper, White, 1 Conductor, Cut Length","THHN-500-STR-WHT-CU","0353-4762","Available: (35404 Feet)","Reel of 2500 Feet","$12.70 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-600-str-blu-cu-600mcm-stranded-thhn-wire-copper-blue-1-conductor-cut-length","THHN-600-STR-BLU-CU, 600MCM, Stranded, THHN Wire, Copper, Blue, 1 Conductor, Cut Length","THHN-600-STR-BLU-CU","0270-2121","Available: (20222 Feet)","","$15.82 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-500-str-red-cu-500mcm-stranded-thhn-wire-copper-red-1-conductor-cut-length","THHN-500-STR-RED-CU, 500MCM, Stranded, THHN Wire, Copper, Red, 1 Conductor, Cut Length","THHN-500-STR-RED-CU","0353-4759","Available: (30787 Feet)","Reel of 2500 Feet","$12.70 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-500-str-blu-cu-500mcm-stranded-thhn-wire-copper-blue-1-conductor-cut-length","THHN-500-STR-BLU-CU, 500MCM, Stranded, THHN Wire, Copper, Blue, 1 Conductor, Cut Length","THHN-500-STR-BLU-CU","0353-4756","Available: (16776 Feet)","Reel of 2500 Feet","$12.70 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-250-str-red-cu-250mcm-stranded-thhn-wire-copper-red-1-conductor-cut-length","THHN-250-STR-RED-CU, 250MCM, Stranded, THHN Wire, Copper, Red, 1 Conductor, Cut Length","THHN-250-STR-RED-CU","0302-3475","Available: (17776 Feet)","","$6.29 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-250-str-wht-cu-250mcm-stranded-thhn-wire-copper-white-1-conductor-cut-length","THHN-250-STR-WHT-CU, 250MCM, Stranded, THHN Wire, Copper, White, 1 Conductor, Cut Length","THHN-250-STR-WHT-CU","0302-3478","Available: (14359 Feet)","","$6.29 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-300-str-brn-cu-300mcm-stranded-thhn-wire-copper-brown-1-conductor-cut-length","THHN-300-STR-BRN-CU, 300MCM, Stranded, THHN Wire, Copper, Brown, 1 Conductor, Cut Length","THHN-300-STR-BRN-CU","0313-4601","Available: (23147 Feet)","","$7.55 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-300-str-yel-cu-300mcm-stranded-thhn-wire-copper-yellow-1-conductor-cut-length","THHN-300-STR-YEL-CU, 300MCM, Stranded, THHN Wire, Copper, Yellow, 1 Conductor, Cut Length","THHN-300-STR-YEL-CU","0313-4610","Available: (17012 Feet)","","$7.55 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-300-str-orn-cu-300mcm-stranded-thhn-wire-copper-orange-1-conductor-cut-length","THHN-300-STR-ORN-CU, 300MCM, Stranded, THHN Wire, Copper, Orange, 1 Conductor, Cut Length","THHN-300-STR-ORN-CU","0313-4607","Available: (22182 Feet)","","$7.55 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-250-str-blu-cu-250-mcm-stranded-thhn-wire-copper-blue-1-conductor-cut-length","THHN-250-STR-BLU-CU, 250 MCM, Stranded, THHN Wire, Copper, Blue, 1 Conductor, Cut Length","THHN-250-STR-BLU-CU","0313-6734","Available: (20703 Feet)","","$6.29 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-250-str-brn-cu-thhn-250-str-brn-cu-250mcm-stranded-thhn-wire-copper-brown-1-conductor-cut-length","THHN-250-STR-BRN-CU, THHN-250-STR-BRN-CU 250MCM, Stranded, THHN Wire, Copper, Brown, 1 Conductor, Cut Length","THHN-250-STR-BRN-CU","0252-2541","Available: (23001 Feet)","","$6.29 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-250-str-yel-cu-250mcm-stranded-thhn-wire-copper-yellow-1-conductor-cut-length","THHN-250-STR-YEL-CU, 250MCM, Stranded, THHN Wire, Copper, Yellow, 1 Conductor, Cut Length","THHN-250-STR-YEL-CU","0252-2538","Available: (15623 Feet)","","$6.29 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-250-str-orn-cu-thhn-250-str-orn-cu-250mcm-stranded-thhn-wire-copper-orange-1-conductor-cut-length","THHN-250-STR-ORN-CU, THHN-250-STR-ORN-CU 250MCM, Stranded, THHN Wire, Copper, Orange, 1 Conductor, Cut Length","THHN-250-STR-ORN-CU","0252-2535","Available: (17213 Feet)","","$6.29 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-400-str-wht-cu-400mcm-stranded-thhn-wire-copper-white-1-conductor-cut-length","THHN-400-STR-WHT-CU, 400MCM, Stranded, THHN Wire, Copper, White, 1 Conductor, Cut Length","THHN-400-STR-WHT-CU","0313-6743","Available: (11319 Feet)","Length of 1 Feet","$10.05 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-400-str-red-cu-400-mcm-thhn-wire-stranded-copper-red-1-conductor-cut-length","THHN-400-STR-RED-CU, 400 MCM, THHN Wire, Stranded, Copper, Red, 1 Conductor, Cut Length","THHN-400-STR-RED-CU","0313-6740","Available: (12710 Feet)","Length of 1 Feet","$10.05 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-300-str-gry-cu-300mcm-stranded-thhn-wire-copper-gray-1-conductor-cut-length","THHN-300-STR-GRY-CU, 300MCM, Stranded, THHN Wire, Copper, Gray, 1 Conductor, Cut Length","THHN-300-STR-GRY-CU","0313-4604","Available: (17246 Feet)","","$7.55 per 1"
"2025-02-28T17:57:20.074978+00:00","https://www.cityelectricsupply.com/thhn-wire","THHN Wire","https://www.cityelectricsupply.com/thhn-400-str-orn-cu-400mcm-stranded-thhn-wire-copper-orange-1-conductor-cut-length","THHN-400-STR-ORN-CU, 400MCM, Stranded, THHN Wire, Copper, Orange, 1 Conductor, Cut Length","THHN-400-STR-ORN-CU","0309-6471","Available: (12284 Feet)","","$10.05 per 1"
